country,year,sex,age,suicides_no,population,HDI for year,gdp_for_year,generation
Bulgaria,2014,female,25-34 years,13,472176,78.20%,56731990232,Millenials
Bulgaria,2014,female,15-24 years,5,356406,78.20%,56731990232,Millenials
Bulgaria,2014,male,5-14 years,2,337969,78.20%,56731990232,Generation Z
Bulgaria,2014,female,5-14 years,0,319134,78.20%,56731990232,Generation Z
Cabo Verde,2011,male,75+ years,2,4954,,1864824081,Silent
Cabo Verde,2011,male,35-54 years,18,47077,,1864824081,Generation X
Cabo Verde,2011,male,25-34 years,8,42962,,1864824081,Millenials
Cabo Verde,2011,female,55-74 years,2,19887,,1864824081,Boomers
Cabo Verde,2011,male,15-24 years,5,57386,,1864824081,Millenials
Cabo Verde,2011,male,55-74 years,1,14827,,1864824081,Boomers
Cabo Verde,2011,male,5-14 years,3,57301,,1864824081,Generation Z
Cabo Verde,2011,female,35-54 years,2,49078,,1864824081,Generation X
Cabo Verde,2011,female,15-24 years,1,56039,,1864824081,Millenials
Cabo Verde,2011,female,25-34 years,0,38528,,1864824081,Millenials
Cabo Verde,2011,female,5-14 years,0,56558,,1864824081,Generation Z
Cabo Verde,2011,female,75+ years,0,7582,,1864824081,Silent
Canada,1985,male,75+ years,111,390200,82.70%,364756499451,G.I. Generation
Canada,1985,male,55-74 years,502,1841000,82.70%,364756499451,G.I. Generation
Canada,1985,male,25-34 years,605,2240500,82.70%,364756499451,Boomers
Canada,1985,male,35-54 years,774,3046800,82.70%,364756499451,Silent
Canada,1985,male,15-24 years,560,2224600,82.70%,364756499451,Generation X
Canada,1985,female,35-54 years,255,3025600,82.70%,364756499451,Silent
Canada,1985,female,55-74 years,166,2092200,82.70%,364756499451,G.I. Generation
Canada,1985,female,25-34 years,148,2257500,82.70%,364756499451,Boomers
Canada,1985,female,75+ years,34,642900,82.70%,364756499451,G.I. Generation
Canada,1985,female,15-24 years,85,2143200,82.70%,364756499451,Generation X
Canada,1985,male,5-14 years,13,1844400,82.70%,364756499451,Generation X
Canada,1985,female,5-14 years,5,1751000,82.70%,364756499451,Generation X
Canada,1986,male,75+ years,143,394400,,377437927312,G.I. Generation
Canada,1986,male,25-34 years,719,2248800,,377437927312,Boomers
Canada,1986,male,35-54 years,878,3098100,,377437927312,Silent
Canada,1986,male,55-74 years,520,1862900,,377437927312,G.I. Generation
Canada,1986,male,15-24 years,570,2116700,,377437927312,Generation X
Canada,1986,female,35-54 years,307,3087900,,377437927312,Silent
Canada,1986,female,55-74 years,191,2115500,,377437927312,G.I. Generation
Canada,1986,female,25-34 years,172,2278400,,377437927312,Boomers
Canada,1986,female,75+ years,36,653100,,377437927312,G.I. Generation
Canada,1986,female,15-24 years,109,2061500,,377437927312,Generation X
Canada,1986,male,5-14 years,20,1836900,,377437927312,Generation X
Canada,1986,female,5-14 years,5,1744900,,377437927312,Generation X
Canada,1987,male,25-34 years,709,2290800,,431316742081,Boomers
Canada,1987,male,75+ years,117,408700,,431316742081,G.I. Generation
Canada,1987,male,55-74 years,535,1896900,,431316742081,G.I. Generation
Canada,1987,male,35-54 years,874,3179200,,431316742081,Silent
Canada,1987,male,15-24 years,532,2085000,,431316742081,Generation X
Canada,1987,female,35-54 years,298,3176700,,431316742081,Silent
Canada,1987,female,55-74 years,171,2148300,,431316742081,G.I. Generation
Canada,1987,female,25-34 years,178,2317300,,431316742081,Boomers
Canada,1987,female,75+ years,47,679400,,431316742081,G.I. Generation
Canada,1987,female,15-24 years,100,2019400,,431316742081,Generation X
Canada,1987,male,5-14 years,25,1843600,,431316742081,Generation X
Canada,1987,female,5-14 years,5,1752800,,431316742081,Generation X
Canada,1988,male,75+ years,130,424900,,507354351182,G.I. Generation
Canada,1988,male,25-34 years,679,2326400,,507354351182,Boomers
Canada,1988,male,55-74 years,525,1924900,,507354351182,G.I. Generation
Canada,1988,male,15-24 years,549,2041900,,507354351182,Generation X
Canada,1988,male,35-54 years,827,3266900,,507354351182,Silent
Canada,1988,female,35-54 years,322,3274100,,507354351182,Silent
Canada,1988,female,25-34 years,168,2350300,,507354351182,Boomers
Canada,1988,female,55-74 years,142,2175900,,507354351182,G.I. Generation
Canada,1988,female,75+ years,44,708300,,507354351182,G.I. Generation
Canada,1988,female,15-24 years,96,1968700,,507354351182,Generation X
Canada,1988,male,5-14 years,24,1854500,,507354351182,Generation X
Canada,1988,female,5-14 years,4,1763800,,507354351182,Generation X
Canada,1989,male,75+ years,131,444600,,565055743243,G.I. Generation
Canada,1989,male,25-34 years,666,2352400,,565055743243,Boomers
Canada,1989,male,15-24 years,528,1997200,,565055743243,Generation X
Canada,1989,male,55-74 years,501,1946000,,565055743243,G.I. Generation
Canada,1989,male,35-54 years,850,3366100,,565055743243,Silent
Canada,1989,female,35-54 years,322,3384300,,565055743243,Silent
Canada,1989,female,55-74 years,163,2195700,,565055743243,G.I. Generation
Canada,1989,female,25-34 years,174,2371500,,565055743243,Boomers
Canada,1989,female,75+ years,40,741000,,565055743243,G.I. Generation
Canada,1989,female,15-24 years,91,1919500,,565055743243,Generation X
Canada,1989,male,5-14 years,19,1870700,,565055743243,Generation X
Canada,1989,female,5-14 years,6,1779400,,565055743243,Generation X
Canada,1990,male,75+ years,149,459600,84.90%,593929550908,G.I. Generation
Canada,1990,male,25-34 years,703,2372600,84.90%,593929550908,Boomers
Canada,1990,male,35-54 years,884,3483200,84.90%,593929550908,Silent
Canada,1990,male,15-24 years,484,1970600,84.90%,593929550908,Generation X
Canada,1990,male,55-74 years,430,1969600,84.90%,593929550908,G.I. Generation
Canada,1990,female,35-54 years,293,3506700,84.90%,593929550908,Silent
Canada,1990,female,25-34 years,154,2388600,84.90%,593929550908,Boomers
Canada,1990,female,55-74 years,125,2216700,84.90%,593929550908,G.I. Generation
Canada,1990,female,15-24 years,94,1888000,84.90%,593929550908,Generation X
Canada,1990,female,75+ years,32,768500,84.90%,593929550908,G.I. Generation
Canada,1990,male,5-14 years,23,1882100,84.90%,593929550908,Generation X
Canada,1990,female,5-14 years,7,1798200,84.90%,593929550908,Generation X
Canada,1991,male,25-34 years,713,2420300,,610328183643,Boomers
Canada,1991,male,75+ years,139,478900,,610328183643,G.I. Generation
Canada,1991,male,15-24 years,539,1943600,,610328183643,Generation X
Canada,1991,male,35-54 years,974,3663400,,610328183643,Boomers
Canada,1991,male,55-74 years,490,2031500,,610328183643,Silent
Canada,1991,female,35-54 years,271,3674300,,610328183643,Boomers
Canada,1991,female,25-34 years,177,2446400,,610328183643,Boomers
Canada,1991,female,55-74 years,154,2263200,,610328183643,Silent
Canada,1991,female,15-24 years,76,1886900,,610328183643,Generation X
Canada,1991,female,75+ years,31,795900,,610328183643,G.I. Generation
Canada,1991,male,5-14 years,20,1941100,,610328183643,Millenials
Canada,1991,female,5-14 years,9,1844900,,610328183643,Millenials
Canada,1992,male,25-34 years,739,2561600,,592387689253,Boomers
Canada,1992,male,75+ years,136,499900,,592387689253,G.I. Generation
Canada,1992,male,35-54 years,1020,3889500,,592387689253,Boomers
Canada,1992,male,15-24 years,504,2042300,,592387689253,Generation X
Canada,1992,male,55-74 years,497,2087600,,592387689253,Silent
Canada,1992,female,35-54 years,323,3857500,,592387689253,Boomers
Canada,1992,female,55-74 years,146,2313800,,592387689253,Silent
Canada,1992,female,25-34 years,155,2499900,,592387689253,Boomers
Canada,1992,female,15-24 years,119,1969200,,592387689253,Generation X
Canada,1992,female,75+ years,35,834600,,592387689253,G.I. Generation
Canada,1992,male,5-14 years,26,1995400,,592387689253,Millenials
Canada,1992,female,5-14 years,8,1903100,,592387689253,Millenials
Canada,1993,male,35-54 years,1141,4049700,,577170761956,Boomers
Canada,1993,male,25-34 years,721,2568700,,577170761956,Boomers
Canada,1993,male,75+ years,138,513400,,577170761956,G.I. Generation
Canada,1993,male,15-24 years,488,2054700,,577170761956,Generation X
Canada,1993,male,55-74 years,499,2127800,,577170761956,Silent
Canada,1993,female,35-54 years,331,4013200,,577170761956,Boomers
Canada,1993,female,75+ years,55,858000,,577170761956,G.I. Generation
Canada,1993,female,55-74 years,146,2348500,,577170761956,Silent
Canada,1993,female,25-34 years,146,2501800,,577170761956,Boomers
Canada,1993,female,15-24 years,93,1978900,,577170761956,Generation X
Canada,1993,male,5-14 years,27,2009100,,577170761956,Millenials
Canada,1993,female,5-14 years,18,1920900,,577170761956,Millenials
Canada,1994,male,75+ years,160,527500,,578139279438,G.I. Generation
Canada,1994,male,35-54 years,1150,4177400,,578139279438,Boomers
Canada,1994,male,25-34 years,636,2523000,,578139279438,Boomers
Canada,1994,male,15-24 years,506,2048800,,578139279438,Generation X
Canada,1994,male,55-74 years,479,2164400,,578139279438,Silent
Canada,1994,female,35-54 years,339,4145800,,578139279438,Boomers
Canada,1994,female,55-74 years,152,2380300,,578139279438,Silent
Canada,1994,female,25-34 years,135,2460500,,578139279438,Boomers
Canada,1994,female,15-24 years,105,1972200,,578139279438,Generation X
Canada,1994,female,75+ years,37,884500,,578139279438,G.I. Generation
Canada,1994,male,5-14 years,37,2024800,,578139279438,Millenials
Canada,1994,female,5-14 years,12,1936800,,578139279438,Millenials
Canada,1995,male,25-34 years,744,2489100,86.10%,604031623433,Generation X
Canada,1995,male,35-54 years,1264,4316200,86.10%,604031623433,Boomers
Canada,1995,male,75+ years,146,549900,86.10%,604031623433,G.I. Generation
Canada,1995,male,15-24 years,507,2051200,86.10%,604031623433,Generation X
Canada,1995,male,55-74 years,473,2193400,86.10%,604031623433,Silent
Canada,1995,female,35-54 years,363,4287400,86.10%,604031623433,Boomers
Canada,1995,female,55-74 years,157,2403700,86.10%,604031623433,Silent
Canada,1995,female,25-34 years,141,2431800,86.10%,604031623433,Generation X
Canada,1995,female,15-24 years,96,1972700,86.10%,604031623433,Generation X
Canada,1995,female,75+ years,34,921200,86.10%,604031623433,G.I. Generation
Canada,1995,male,5-14 years,22,2045200,86.10%,604031623433,Millenials
Canada,1995,female,5-14 years,21,1956700,86.10%,604031623433,Millenials
Canada,1996,male,75+ years,162,555800,,628546387972,G.I. Generation
Canada,1996,male,35-54 years,1273,4393100,,628546387972,Boomers
Canada,1996,male,25-34 years,630,2399900,,628546387972,Generation X
Canada,1996,male,15-24 years,490,2058900,,628546387972,Generation X
Canada,1996,male,55-74 years,506,2212300,,628546387972,Silent
Canada,1996,female,35-54 years,434,4396400,,628546387972,Boomers
Canada,1996,female,55-74 years,144,2417100,,628546387972,Silent
Canada,1996,female,25-34 years,137,2346000,,628546387972,Generation X
Canada,1996,female,15-24 years,91,1964700,,628546387972,Generation X
Canada,1996,female,75+ years,33,935900,,628546387972,G.I. Generation
Canada,1996,male,5-14 years,32,2064700,,628546387972,Millenials
Canada,1996,female,5-14 years,9,1961800,,628546387972,Millenials
Canada,1997,male,35-54 years,1230,4525200,,652825364726,Boomers
Canada,1997,male,75+ years,156,578100,,652825364726,G.I. Generation
Canada,1997,male,25-34 years,535,2359600,,652825364726,Generation X
Canada,1997,male,15-24 years,464,2076000,,652825364726,Generation X
Canada,1997,male,55-74 years,490,2249500,,652825364726,Silent
Canada,1997,female,35-54 years,356,4525500,,652825364726,Boomers
Canada,1997,female,25-34 years,136,2308000,,652825364726,Generation X
Canada,1997,female,55-74 years,131,2446100,,652825364726,Silent
Canada,1997,female,15-24 years,90,1980900,,652825364726,Generation X
Canada,1997,female,75+ years,42,970900,,652825364726,G.I. Generation
Canada,1997,male,5-14 years,39,2084500,,652825364726,Millenials
Canada,1997,female,5-14 years,12,1980800,,652825364726,Millenials
Canada,1998,male,35-54 years,1226,4637556,,631813279407,Boomers
Canada,1998,male,25-34 years,568,2301724,,631813279407,Generation X
Canada,1998,male,75+ years,147,599107,,631813279407,G.I. Generation
Canada,1998,male,15-24 years,457,2090656,,631813279407,Generation X
Canada,1998,male,55-74 years,497,2294107,,631813279407,Silent
Canada,1998,female,35-54 years,341,4634299,,631813279407,Boomers
Canada,1998,female,25-34 years,133,2251763,,631813279407,Generation X
Canada,1998,female,15-24 years,105,1993396,,631813279407,Generation X
Canada,1998,female,55-74 years,129,2483325,,631813279407,Silent
Canada,1998,female,75+ years,50,1003373,,631813279407,G.I. Generation
Canada,1998,male,5-14 years,30,2094080,,631813279407,Millenials
Canada,1998,female,5-14 years,16,1989150,,631813279407,Millenials
Canada,1999,male,35-54 years,1442,4743615,,676082654641,Boomers
Canada,1999,male,25-34 years,614,2254396,,676082654641,Generation X
Canada,1999,male,75+ years,155,620972,,676082654641,G.I. Generation
Canada,1999,male,55-74 years,520,2341132,,676082654641,Silent
Canada,1999,male,15-24 years,468,2112560,,676082654641,Generation X
Canada,1999,female,35-54 years,435,4736367,,676082654641,Boomers
Canada,1999,female,55-74 years,147,2523439,,676082654641,Silent
Canada,1999,female,25-34 years,118,2206484,,676082654641,Generation X
Canada,1999,female,75+ years,53,1037189,,676082654641,G.I. Generation
Canada,1999,female,15-24 years,90,2014044,,676082654641,Generation X
Canada,1999,male,5-14 years,25,2098556,,676082654641,Millenials
Canada,1999,female,5-14 years,7,1992889,,676082654641,Millenials
Canada,2000,male,35-54 years,1254,4840239,86.70%,742293448253,Boomers
Canada,2000,male,75+ years,146,644375,86.70%,742293448253,G.I. Generation
Canada,2000,male,25-34 years,484,2226742,86.70%,742293448253,Generation X
Canada,2000,male,15-24 years,430,2131117,86.70%,742293448253,Generation X
Canada,2000,male,55-74 years,455,2390741,86.70%,742293448253,Silent
Canada,2000,female,35-54 years,393,4830067,86.70%,742293448253,Boomers
Canada,2000,female,15-24 years,112,2030972,86.70%,742293448253,Generation X
Canada,2000,female,25-34 years,119,2177984,86.70%,742293448253,Generation X
Canada,2000,female,55-74 years,137,2567097,86.70%,742293448253,Silent
Canada,2000,female,75+ years,30,1071636,86.70%,742293448253,G.I. Generation
Canada,2000,male,5-14 years,29,2101448,86.70%,742293448253,Millenials
Canada,2000,female,5-14 years,17,1996147,86.70%,742293448253,Millenials
Canada,2001,male,35-54 years,1347,4892041,,736379777893,Boomers
Canada,2001,male,25-34 years,500,2182409,,736379777893,Generation X
Canada,2001,male,75+ years,131,665842,,736379777893,Silent
Canada,2001,male,55-74 years,481,2458947,,736379777893,Silent
Canada,2001,male,15-24 years,398,2168038,,736379777893,Millenials
Canada,2001,female,35-54 years,392,4894497,,736379777893,Boomers
Canada,2001,female,55-74 years,161,2618587,,736379777893,Silent
Canada,2001,female,25-34 years,114,2130957,,736379777893,Generation X
Canada,2001,female,15-24 years,105,2059190,,736379777893,Millenials
Canada,2001,female,75+ years,38,1096205,,736379777893,Silent
Canada,2001,male,5-14 years,14,2096912,,736379777893,Millenials
Canada,2001,female,5-14 years,13,1998430,,736379777893,Millenials
Canada,2002,male,35-54 years,1292,4926984,,757950678647,Boomers
Canada,2002,male,75+ years,164,691551,,757950678647,Silent
Canada,2002,male,25-34 years,466,2194450,,757950678647,Generation X
Canada,2002,male,55-74 years,527,2550479,,757950678647,Silent
Canada,2002,male,15-24 years,384,2192632,,757950678647,Millenials
Canada,2002,female,35-54 years,370,4929966,,757950678647,Boomers
Canada,2002,female,25-34 years,124,2142391,,757950678647,Generation X
Canada,2002,female,55-74 years,150,2707035,,757950678647,Silent
Canada,2002,female,15-24 years,108,2084984,,757950678647,Millenials
Canada,2002,female,75+ years,30,1126677,,757950678647,Silent
Canada,2002,male,5-14 years,18,2097593,,757950678647,Millenials
Canada,2002,female,5-14 years,17,1997372,,757950678647,Millenials
Canada,2003,male,35-54 years,1317,4950960,,892380986368,Boomers
Canada,2003,male,55-74 years,581,2636917,,892380986368,Silent
Canada,2003,male,75+ years,151,718916,,892380986368,Silent
Canada,2003,male,25-34 years,426,2205120,,892380986368,Generation X
Canada,2003,male,15-24 years,409,2211023,,892380986368,Millenials
Canada,2003,female,35-54 years,438,4956221,,892380986368,Boomers
Canada,2003,female,15-24 years,113,2103731,,892380986368,Millenials
Canada,2003,female,25-34 years,114,2151969,,892380986368,Generation X
Canada,2003,female,55-74 years,145,2792599,,892380986368,Silent
Canada,2003,female,75+ years,44,1156073,,892380986368,Silent
Canada,2003,male,5-14 years,19,2087408,,892380986368,Millenials
Canada,2003,female,5-14 years,8,1987896,,892380986368,Millenials
Canada,2004,male,35-54 years,1210,4982932,,1023196003075,Boomers
Canada,2004,male,25-34 years,477,2220407,,1023196003075,Generation X
Canada,2004,male,75+ years,154,744741,,1023196003075,Silent
Canada,2004,male,55-74 years,497,2721795,,1023196003075,Silent
Canada,2004,male,15-24 years,379,2230355,,1023196003075,Millenials
Canada,2004,female,35-54 years,428,4986017,,1023196003075,Boomers
Canada,2004,female,55-74 years,181,2879432,,1023196003075,Silent
Canada,2004,female,25-34 years,114,2169563,,1023196003075,Generation X
Canada,2004,female,15-24 years,101,2124167,,1023196003075,Millenials
Canada,2004,female,75+ years,44,1183549,,1023196003075,Silent
Canada,2004,male,5-14 years,17,2069874,,1023196003075,Millenials
Canada,2004,female,5-14 years,11,1971134,,1023196003075,Millenials
Canada,2005,male,35-54 years,1341,5018957,89.20%,1169357979865,Boomers
Canada,2005,male,75+ years,165,772032,89.20%,1169357979865,Silent
Canada,2005,male,55-74 years,539,2802901,89.20%,1169357979865,Silent
Canada,2005,male,25-34 years,415,2236320,89.20%,1169357979865,Generation X
Canada,2005,male,15-24 years,378,2249377,89.20%,1169357979865,Millenials
Canada,2005,female,35-54 years,418,5018764,89.20%,1169357979865,Boomers
Canada,2005,female,15-24 years,131,2144094,89.20%,1169357979865,Millenials
Canada,2005,female,55-74 years,158,2961910,89.20%,1169357979865,Silent
Canada,2005,female,75+ years,58,1211769,89.20%,1169357979865,Silent
Canada,2005,female,25-34 years,96,2188897,89.20%,1169357979865,Generation X
Canada,2005,female,5-14 years,25,1947297,89.20%,1169357979865,Millenials
Canada,2005,male,5-14 years,19,2044772,89.20%,1169357979865,Millenials
Canada,2006,male,35-54 years,1202,5050497,,1315415197461,Boomers
Canada,2006,male,75+ years,188,806380,,1315415197461,Silent
Canada,2006,male,55-74 years,599,2910932,,1315415197461,Silent
Canada,2006,male,25-34 years,362,2220384,,1315415197461,Generation X
Canada,2006,male,15-24 years,331,2288073,,1315415197461,Millenials
Canada,2006,female,35-54 years,362,5021174,,1315415197461,Boomers
Canada,2006,female,55-74 years,187,3071300,,1315415197461,Silent
Canada,2006,female,25-34 years,118,2177957,,1315415197461,Generation X
Canada,2006,female,15-24 years,86,2179623,,1315415197461,Millenials
Canada,2006,female,75+ years,46,1241475,,1315415197461,Silent
Canada,2006,female,5-14 years,18,1920311,,1315415197461,Millenials
Canada,2006,male,5-14 years,13,2014856,,1315415197461,Millenials
Canada,2007,male,35-54 years,1224,5064536,,1464977190206,Boomers
Canada,2007,male,75+ years,183,837259,,1464977190206,Silent
Canada,2007,male,25-34 years,404,2250433,,1464977190206,Generation X
Canada,2007,male,55-74 years,539,3006062,,1464977190206,Silent
Canada,2007,male,15-24 years,359,2318148,,1464977190206,Millenials
Canada,2007,female,35-54 years,400,5030803,,1464977190206,Boomers
Canada,2007,female,55-74 years,188,3170541,,1464977190206,Silent
Canada,2007,female,15-24 years,116,2206555,,1464977190206,Millenials
Canada,2007,female,25-34 years,113,2212210,,1464977190206,Generation X
Canada,2007,female,75+ years,52,1269438,,1464977190206,Silent
Canada,2007,male,5-14 years,18,1986129,,1464977190206,Generation Z
Canada,2007,female,5-14 years,15,1890517,,1464977190206,Generation Z
Canada,2008,male,35-54 years,1241,5076969,,1549131208997,Boomers
Canada,2008,male,75+ years,192,866435,,1549131208997,Silent
Canada,2008,male,55-74 years,589,3107189,,1549131208997,Silent
Canada,2008,male,25-34 years,395,2286010,,1549131208997,Generation X
Canada,2008,male,15-24 years,344,2341539,,1549131208997,Millenials
Canada,2008,female,35-54 years,413,5038500,,1549131208997,Boomers
Canada,2008,female,55-74 years,231,3276332,,1549131208997,Silent
Canada,2008,female,15-24 years,119,2227003,,1549131208997,Millenials
Canada,2008,female,25-34 years,118,2251723,,1549131208997,Generation X
Canada,2008,female,75+ years,38,1296269,,1549131208997,Silent
Canada,2008,male,5-14 years,16,1959155,,1549131208997,Generation Z
Canada,2008,female,5-14 years,9,1861517,,1549131208997,Generation Z
Canada,2009,male,35-54 years,1328,5085328,,1371153004986,Boomers
Canada,2009,male,55-74 years,680,3216246,,1371153004986,Silent
Canada,2009,male,75+ years,182,893202,,1371153004986,Silent
Canada,2009,male,25-34 years,437,2325144,,1371153004986,Generation X
Canada,2009,male,15-24 years,349,2355316,,1371153004986,Millenials
Canada,2009,female,35-54 years,402,5043261,,1371153004986,Boomers
Canada,2009,female,15-24 years,130,2238546,,1371153004986,Millenials
Canada,2009,female,55-74 years,192,3389717,,1371153004986,Silent
Canada,2009,female,25-34 years,119,2293665,,1371153004986,Generation X
Canada,2009,female,75+ years,46,1322098,,1371153004986,Silent
Canada,2009,male,5-14 years,13,1937420,,1371153004986,Generation Z
Canada,2009,female,5-14 years,12,1837414,,1371153004986,Generation Z
Canada,2010,male,35-54 years,1292,5088099,90.30%,1613464422811,Generation X
Canada,2010,male,75+ years,200,917671,90.30%,1613464422811,Silent
Canada,2010,male,55-74 years,690,3333897,90.30%,1613464422811,Silent
Canada,2010,male,25-34 years,409,2366854,90.30%,1613464422811,Generation X
Canada,2010,male,15-24 years,371,2357806,90.30%,1613464422811,Millenials
Canada,2010,female,35-54 years,402,5044926,90.30%,1613464422811,Generation X
Canada,2010,female,55-74 years,237,3510692,90.30%,1613464422811,Silent
Canada,2010,female,25-34 years,154,2335884,90.30%,1613464422811,Generation X
Canada,2010,female,15-24 years,115,2239759,90.30%,1613464422811,Millenials
Canada,2010,female,75+ years,49,1347679,90.30%,1613464422811,Silent
Canada,2010,male,5-14 years,19,1922599,90.30%,1613464422811,Generation Z
Canada,2010,female,5-14 years,13,1820274,90.30%,1613464422811,Generation Z
Canada,2011,male,35-54 years,1127,5074280,90.90%,1788647906048,Generation X
Canada,2011,male,55-74 years,683,3455517,90.90%,1788647906048,Boomers
Canada,2011,male,75+ years,184,943428,90.90%,1788647906048,Silent
Canada,2011,male,25-34 years,410,2400784,90.90%,1788647906048,Millenials
Canada,2011,male,15-24 years,364,2356694,90.90%,1788647906048,Millenials
Canada,2011,female,35-54 years,390,5032043,90.90%,1788647906048,Generation X
Canada,2011,female,15-24 years,135,2248192,90.90%,1788647906048,Millenials
Canada,2011,female,55-74 years,215,3629587,90.90%,1788647906048,Boomers
Canada,2011,female,25-34 years,134,2370185,90.90%,1788647906048,Millenials
Canada,2011,female,75+ years,55,1368680,90.90%,1788647906048,Silent
Canada,2011,female,5-14 years,18,1815461,90.90%,1788647906048,Generation Z
Canada,2011,male,5-14 years,13,1920567,90.90%,1788647906048,Generation Z
Canada,2012,male,35-54 years,1205,5056024,91.00%,1824288757448,Generation X
Canada,2012,male,55-74 years,770,3586361,91.00%,1824288757448,Boomers
Canada,2012,male,75+ years,180,967342,91.00%,1824288757448,Silent
Canada,2012,male,25-34 years,419,2431632,91.00%,1824288757448,Millenials
Canada,2012,male,15-24 years,381,2358461,91.00%,1824288757448,Millenials
Canada,2012,female,35-54 years,385,5018897,91.00%,1824288757448,Generation X
Canada,2012,female,55-74 years,241,3756013,91.00%,1824288757448,Boomers
Canada,2012,female,15-24 years,137,2255895,91.00%,1824288757448,Millenials
Canada,2012,female,25-34 years,129,2403433,91.00%,1824288757448,Millenials
Canada,2012,female,75+ years,45,1389078,91.00%,1824288757448,Silent
Canada,2012,female,5-14 years,17,1816079,91.00%,1824288757448,Generation Z
Canada,2012,male,5-14 years,17,1921981,91.00%,1824288757448,Generation Z
Canada,2013,male,35-54 years,1244,5032714,91.20%,1842628005830,Generation X
Canada,2013,male,75+ years,231,991048,91.20%,1842628005830,Silent
Canada,2013,male,55-74 years,812,3724622,91.20%,1842628005830,Boomers
Canada,2013,male,25-34 years,439,2456335,91.20%,1842628005830,Millenials
Canada,2013,male,15-24 years,300,2362807,91.20%,1842628005830,Millenials
Canada,2013,female,35-54 years,400,5003771,91.20%,1842628005830,Generation X
Canada,2013,female,55-74 years,255,3887315,91.20%,1842628005830,Boomers
Canada,2013,female,15-24 years,138,2261173,91.20%,1842628005830,Millenials
Canada,2013,female,25-34 years,135,2433660,91.20%,1842628005830,Millenials
Canada,2013,female,75+ years,65,1410630,91.20%,1842628005830,Silent
Canada,2013,female,5-14 years,20,1823010,91.20%,1842628005830,Generation Z
Canada,2013,male,5-14 years,15,1927751,91.20%,1842628005830,Generation Z
Chile,1985,male,75+ years,34,87600,65.40%,17702885394,G.I. Generation
Chile,1985,male,55-74 years,100,538000,65.40%,17702885394,G.I. Generation
Chile,1985,male,35-54 years,174,1201800,65.40%,17702885394,Silent
Chile,1985,male,25-34 years,122,962600,65.40%,17702885394,Boomers
Chile,1985,male,15-24 years,133,1239900,65.40%,17702885394,Generation X
Chile,1985,female,55-74 years,21,633700,65.40%,17702885394,G.I. Generation
Chile,1985,female,35-54 years,40,1252200,65.40%,17702885394,Silent
Chile,1985,female,15-24 years,27,1216200,65.40%,17702885394,Generation X
Chile,1985,female,75+ years,3,141200,65.40%,17702885394,G.I. Generation
Chile,1985,female,25-34 years,19,957500,65.40%,17702885394,Boomers
Chile,1985,male,5-14 years,9,1240900,65.40%,17702885394,Generation X
Chile,1985,female,5-14 years,1,1203800,65.40%,17702885394,Generation X
Chile,1986,male,75+ years,21,91400,,18891048819,G.I. Generation
Chile,1986,male,55-74 years,116,550000,,18891048819,G.I. Generation
Chile,1986,male,35-54 years,156,1237100,,18891048819,Silent
Chile,1986,male,25-34 years,124,1024700,,18891048819,Boomers
Chile,1986,male,15-24 years,108,1261700,,18891048819,Generation X
Chile,1986,female,15-24 years,37,1234200,,18891048819,Generation X
Chile,1986,female,35-54 years,37,1305400,,18891048819,Silent
Chile,1986,female,25-34 years,26,1018700,,18891048819,Boomers
Chile,1986,female,55-74 years,15,657700,,18891048819,G.I. Generation
Chile,1986,female,75+ years,3,147500,,18891048819,G.I. Generation
Chile,1986,male,5-14 years,7,1224000,,18891048819,Generation X
Chile,1986,female,5-14 years,4,1179300,,18891048819,Generation X
Chile,1987,male,55-74 years,120,563900,,22255407685,G.I. Generation
Chile,1987,male,75+ years,19,93700,,22255407685,G.I. Generation
Chile,1987,male,25-34 years,147,1050700,,22255407685,Boomers
Chile,1987,male,35-54 years,160,1268600,,22255407685,Silent
Chile,1987,male,15-24 years,116,1293700,,22255407685,Generation X
Chile,1987,female,55-74 years,23,674400,,22255407685,G.I. Generation
Chile,1987,female,15-24 years,38,1265500,,22255407685,Generation X
Chile,1987,female,25-34 years,29,1044400,,22255407685,Boomers
Chile,1987,female,35-54 years,34,1338500,,22255407685,Silent
Chile,1987,male,5-14 years,6,1255100,,22255407685,Generation X
Chile,1987,female,5-14 years,1,1209200,,22255407685,Generation X
Chile,1987,female,75+ years,0,151300,,22255407685,G.I. Generation
Chile,1988,male,75+ years,29,106000,,26040229793,G.I. Generation
Chile,1988,male,55-74 years,101,566000,,26040229793,G.I. Generation
Chile,1988,male,25-34 years,160,1095000,,26040229793,Boomers
Chile,1988,male,35-54 years,173,1272000,,26040229793,Silent
Chile,1988,male,15-24 years,112,1259000,,26040229793,Generation X
Chile,1988,female,15-24 years,38,1233000,,26040229793,Generation X
Chile,1988,female,55-74 years,19,697000,,26040229793,G.I. Generation
Chile,1988,female,35-54 years,32,1329000,,26040229793,Silent
Chile,1988,female,75+ years,3,172000,,26040229793,G.I. Generation
Chile,1988,female,25-34 years,19,1090000,,26040229793,Boomers
Chile,1988,female,5-14 years,6,1224000,,26040229793,Generation X
Chile,1988,male,5-14 years,5,1263000,,26040229793,Generation X
Chile,1989,male,75+ years,34,106000,,29885685143,G.I. Generation
Chile,1989,male,55-74 years,109,579000,,29885685143,G.I. Generation
Chile,1989,male,25-34 years,162,1123000,,29885685143,Boomers
